comments,tone
Abhi bhi is ko behtar kiya ja sakta hai,Positive
"phone ka display itna mazay ka nahi hai , meine jesa expect kiya tha wese nahi tha . image quality and screen resolution mein wo maza nahi hai. haan is phone ka processor acha hai taiz hai . charging poora din chal jati hai .. aur dikhne mein kafi acha lagta hai lekin bs meri level of expectations pe poora nahi utra",Negative
Lekin abhi khawateen ke din ki tarikh te karne ka marhala baqi tha,Neutral
Firing Kernay Wala DSP Moattal ,Negative
Is dor mein gramophone companies record par composer ka naam nahi likhti thein lekin is ke bawajod mosiqi ko samajhne wale log un ke kaam ki shanakht kar sakte the,Neutral
Hahha I was waiting for your whatsapp stories ,Neutral
Shuru Huwa Tha,Neutral
Uff Allah .....,Neutral
Karachi mein ab unka hansta basta ghar maujood nahein tha Bevi America ja chuki thi aur beta apni nani ke yahan moqeem tha,Negative
N m cent percent serious about it,Neutral
Allah mery bety wajahat Hussain or Meri nasloon me barkatain ata kary Ameen,Positive
Aur masoomiyat bhi ,Positive
"Aaj jab ke nifs sadi se ziyadah arsa ho chukka hai,hawwa e nobahar ki tarah is ke subuk jhunke mashor kun hain",Positive
Mashallah tabarakallah hazrat g Allah ap ko jazay kher de ameen,Positive
tag your friends 😹,Neutral
" Tareekh, adab, siyasat, nafsiyat aur shikar ke har mauzoo par maharat rakhte the",Positive
Bht alaw,Positive
Question: Ab tak squash ke kin bare khilariyon se muqabla kar chuke hain?,Neutral
Mohammad Hafeez: Mujhe Rameez Raja ne ye laqab diya aur TV comentry se shayad ye awam tak pohancha main chunke ahmaqana baatein nahi karta is leye professor kaha jata hai aur mujhe is par bora nahi lagta,Positive
pani zaida piya kro 2ndly nitrogena pink grapfruit face wash use kro is k ilawa sharbag e anab 2 spon 1 glas pani me mix kr ks subho khali pait piya kro,Neutral
"is mein koi shak nahi ke wo khudadad salahiyaton ki malik hain, lekin yeh credit bhi unhi ko jata hai ke inho ne un salahiyaton ko behtar tariqey se istemal kar ke wo maqam hasil kar liya hai",Neutral
behan pakistani sar zameen par humary hukamran mai koi bi mard kabacha nh jo apko amrica ki qaid say reha karen Allah apko apny hifzo aman mai rakhen . . .Ameen,Negative
 Walid ki janib se hausla afzaai ke natije mein Sarojini Naidu ne Persian mein aik drama likha,Positive
 Mother Teresa ki khidmat ke eteraf mein unhein 1979 mein aman ke Noble Inaam se nawaza gaya.,Neutral
Meray case main srf song different tha  ,Neutral
:D,Neutral
Nhi miss a c bat nhi h ya to just funny,Neutral
Mny mis KR di aj ki episode,Negative
Matric ke baad hi Hameed Nizami ne  urdu nazmein aur afsane likhne ka aghaz kar diya tha,Neutral
Out of family mnzur but out of cast Ni,Neutral
Ya Allah khatama bil khair frmana,Positive
Aap ko ye shaid us waqt conviniently bhool gaya k aap bhi unhi teacher party ki aik leader hain.,Neutral
 Use kahin se pata chala ke America mein muqeem aik maroof plastic surgeon Mohammed Ali ka dost hai,Neutral
Jab audience aik artist ko apne saamne stage par tann tanha… Urdu aur English adab ke shey paron ko parhte hue sunte hain to in par kaif o masti ka aisa aalam taari ho jata hai Jis ki lazzat se wo pehle na aashna the,Positive
Every thief tell the same story.,Neutral
Iski taseer kesi h?,Neutral
u just shut up ap say kam hi hn,Negative
Uske Dil Me Dukh Zaror Rehta Hy ,Negative
Yours,Neutral
"Phir sab mayoos ho kr, galiyan zubaanon per liye gharoon ki janib rawana huway.",Negative
Tab se ab tak shahrukh khan 50 se zaiyd films meion kaam kar chuke hain  jin ke mauzoaat mein action  comedy  romance sab he shamil hain,Neutral
Ummeed py duniya qaim hai ,Neutral
 Sir Abdullah haroon ki koshishon aur muslim league ki markazi majlis e aamla ke tawwun se 7 se 10 October 1938 ko aik azeem ul shaan conference Karachi ke eid gaah meydan mein munaqid hui,Positive
Wo konsa Khan hai ,Neutral
Lanat ho hamari govt: oor perdhsnon per jinhon ne Amriki qatel wapis kerdiay mager aik beti ko na chura sky Allah k in ghark ker de,Negative
or hm.krty he kia hen😂😂😂,Neutral
" Inhe beshumar mushkil marahil aur dushwariyon se guzarna parha, is ke bawajood in ka taweel peshawarana safar mutaddid kamiyabiyon, kamraniyon aur aezazaat se ibarat hai",Positive
Yup mind blowing video ha,Neutral
"2014 mein un ki 3 filmen ""Bang bang, Phantom aur Jagga jassos"" release hoien",Neutral
Ahmed Faraz ne 1988 mein Adamjee Adbi Award aur 1990 mein Abasin Award hasil kiya,Positive
Kisi Roz Jo Meri Gali Se Ishq Ka Janaza Nikle ,Negative
meri bal bht jhr gai hi or kafi gape aa gya hi aap aisa koi totka btai js si bal fr si aajai plz,Negative
"Behtareen quality hai, bohat durable body hai jis sey andaza hota hai kay cheez payedar hai. Kaam mein bhi bohat effective hai.",Positive
"Koi component nahi tha, bus aasar thay.",Neutral
aja pilati😝😝,Positive
matlab banda tag he ker deta hai,Neutral
abba nhi manein gay,Negative
 Dubli patli aur nafees shakhsiyat ki malik Reham Khan lawn ki shalwar qameez mein malboos thin.,Neutral
Q Yad Nahi Aya ,Negative
mera bachpana ,Neutral
 Markaz aur suba Punjab kay darmyan kashidgi ki fiza baqarar rahi ta waqat kay 6 August 1990 kay roze Sadar Ghulam Ishhaq Khan nay Benazir Buttu kid hukumat khatam kar deya,Negative
ALLAH karay mjy b yakeen oar dehaan vali tasbeeh naseeb ho jayay jo idr parhain oar udr asar hoHazrat duaown ke darkhawst hai kch masail hain aafiyat k saath hal ho jayain oar amaal ka yakeen oar pabandi naseeb ho jayay,Positive
Bro yea chez mea ny Rs 1200 ki li hy ap yahan keasy 6499 ki beach rhy hain ...,Negative
Ban karo haram khor ko,Negative
Hahahahahahahahaha,Neutral
Allah k liey Nawaz sharif jaisy chor luteron ko apna leader mt bnao warna ye Pak mulk din badin dobta chla jaye ga. .,Negative
Allah raham karay,Neutral
ap tips poch rhi thi mjsy ye lyn 😁😁😂😂🤞🤞,Neutral
Kal chalty hain,Neutral
Lanat in khabeesun pr in sab pr Allah azo jal ki lanat,Negative
"Blkl miyan sahb, corruption ka mission asan nhn",Negative
Sami meri waar yaar :p,Neutral
Insha Allha,Neutral
Auratien makhsus ayam mai likh sakti hain?,Neutral
Uncle ko thanks keh dayn meri taraf say  😎,Neutral
Aunty nu akho roadaan chatt lawiyo jadun pukh lagi,Negative
Ya show bilkl band ho jana chay,Negative
NI MAAF KE DO MJHEE ME AISE HI THEEK THI,Positive
Me pehn lngi tm jb pyaar se gift krogi tou,Positive
"Sirf Sahar ka hi nahin sub morning show bend hony chia
Sub fazool hoty hain
Sirf make up art hi sekathy hain",Negative
Taqdeer likhnay wala sattar maon se ziada chahta hqi tu wo kaisee taqdeer likhay ga ye sochna chahiye,Neutral
Abdul Hafeez Kardar ki retirement ke bad Pakistani cricket mein banjar dor aaya aur 60 ki dihai mein humari karkardagi dawan dol rahi,Positive
                     ,Neutral
Kia gala ?? ,Neutral
Hue Chalegi Qayamat keDin wo Noor se Mehrum& Andhere me hogi,Negative
Ya Allah tu Afia ki mushkilat asaan farma aur inki azmaish khatam kar dey amin,Negative
Story and Comedy Different h is drame ki apko nai laga new,Neutral
Eye brow wali ye h na ,Neutral
yr achanak dikhne wali chez k sath aise e hota MA pyari b to bht ay ,Positive
"Bad mein Waheed Murad aur Parvaiz Malik, Mosiqar Sohail Rana aur geet Nigar Masroor Anwar ki aik aysi team tayar hogae jis nay industry kop e der pe kamyab filmein dein lakin iss se pehley Waheed Murad nay mokhtalif hadayat karon key sath mil kam keya jin mein Qadeer Gori, Shouker Hashmi, SM Yousuf aur Hasan Tariq shamil thet",Neutral
"Yeh in ki pehli shadi thi, jis se in ka aik beta bhi hai",Neutral
Imran ko rista dana hai her tu theak hai,Neutral
Mashallah allah pak slamt raky ameen,Positive
2011 mein in NGO ko aik trust ki shakal de di gai jo ghareb bachon ko taleem aur sehat ki saholatein farham karti hai,Positive
Jo 40 years sy phlay ic dounia sy chla jai wo jannat main jai ga.,Positive
Hahahahaha akhir main tu aya :D :p,Neutral
Yeh Medet owsom hai bhai,Positive
Yeh film itni kamiyab hui ke is ke sequel banane ka silsila aaj bhi jari hai aur is series ki 5 films numaiysh ke liye nominate kiya gaya,Neutral
K0nsi ayaat mbrk pahry j0 sar ka drd khtm h0jaega,Neutral
Sharabi bhi super hit film thi,Positive
Or check kr hamari predictions almost such b niklti then :D hahaha,Positive
Is liye yeh saal meri kamiyabiyon aur career mien nae direction ka saal hai,Positive
smjh ty gya e hna ....phla nam,Neutral
bilkul sahi kaha,Positive
Ya hum pas thy us k woh zindagi k kuch din Yaa zindagi thi kuch din ,Negative
Physical appearance pe comment krne se guraiz kren.,Negative
"1992 se 1993 ke doran Salman ki 6 filmein nakaam hoein, kuch logon ka khayal tha ke shayad un ka career zawal pazer ho gaya hai lekin esa nahi tha",Neutral
Ye foundation ki jaga AP NE Konsa moisturizer btaya Hai samajh nai aa Rai kindly tell,Neutral
Molana Sahab kal k wazifa Ki phir sy wazahat krdijy ALLAH O SAMAD wala wazifa ...mujh sy miss hogya ...plz bta dijy,Neutral
Shikra,Neutral
fiqr na faqaa aish kr kaka,Positive
Jinnah park mn bhi acha shoot hojata ha xD,Positive
 Peoples party ke bohat se logon ne inhe apni saffon mein hamesha shukk ki nazar se dekha,Negative
Phir tu MNA ho k ap degree complete krny jaty abroad! ,Positive
MashaaAllah bht maza aya is ramazan ap k dars sun k malik humain ap ki bataen bataon amalon pe amal karne ki aage b toufiq de Ameen ..ap ko ap ki team sab ko Ebadaat dars r roze qaboool farma a..Ameeen,Positive
Kabhi nazar nai ata,Negative
Allah Kareem salamt rkhay inko Ameen sum Ameen InShaAllah.........,Positive
Kia kci test me time me changing krwana ho ya centre change krwana ho .,Neutral
Mera murshad slamat rahay,Positive
Nazimabad Me Firing Se 1 Shakhs Janbhaq 2 Zakhmi ,Negative
ke mera khayal hai ke khuwateen ko shikayatein karna band kar dena chahiye.,Negative
Bsss chupp,Negative
"Wo sada bahar naghme jo aaj bhi kaano mein rus gholte hain, unhe khud par picturize karwana bohat acha laga",Positive
Hum bilkul jaag rahe hain hakeem sahibAp humain khaas duaoon main yaad karen hamare ache naseeb k liye dua kare...,Positive
Tu Lown da kaffan banana hai,Negative
bro Array ke bagair kch ho he nahi skta hai,Neutral
Jo bnda karkardgi dikha rha ho usi ko agy lana chahiey age ko ni dekhna chahiey,Neutral
Chunanchay  unhon nay Iskander Mirza ki shafarish per Zulfiqar Ali Bhutu ko apni cabina mein shamil kar lia aur Commerce Ministry un kay hissay mein aie ,Neutral
  Aor pher woh ghari agae is ka sab ko intezar tha London ke Lance down club mein British open ka agaz hua Mahmood Alkareem ne apne title ke dafa mein masroof they magar unki bad qismati ke final mein aik martabah pher Hashim Khan hi un ke samne they,Positive
Acha,Positive
 Pakistan ke leay yeh amer aur bhi zayada tashweesh nak keonke cricket aur hockey ke alawa Squash woh wahid khail tha jis mein hamari position numayan rahti thi hockey ka khail bhi yehan tabahi ki taraf gamzen hai abb sirf cricket woh khail rah gaya hai jis mein hamari team kamyabi hasil ker rahi hai ,Negative
" Is conference ke ineqad, is ke liye khat o kitaba, qarardadon ki tayyari aur conference ke bad aeham taqareer ki naqool tayyar kar ke Hindustan bhar ke deegar aeham sir karda musalman rehnumao ko bhijwane tak har marhaley par sir Abdullah haroon pesh pesh rahe",Positive
ye dekho yaha shumaila ka zikr ho raha hai 😂😂😂😜,Neutral
 1970 mein Chairman Punjab labor Court bane,Neutral
Ye kya tha 🤔🤔🤔,Neutral
daikh lo in sab ko jin k names uper likhey :p,Neutral
Hahahahahhaha aur hum ne ju parha wo bhi sath chor gaya,Negative
Isi wajah se is film ki aksbandi takheer ka shikaar ho gai,Negative
Mairy Qalam K Bhi Aansoo Nikal Parry ,Negative
"aur iss ilaqay ki faslain tabah o barbad ho gain, Log qahat ka shikar ho gaye to ",Negative
"Jitna arsa wo larkiyan un ki tehwil mein rehtein, wo un ki dekh bhal bilkul betiyon ki tarah kartein aur shadiyon ke waqat bhi un ko betiyon ki tarah rukhsat kartein. ",Positive
"In ki khidmaat hasil karne ke liye Dhaka franchise ne 7 lac dollars ki peshkash ki,",Positive
"MashaAllah, Allah pak, sada abad rakhain ( Ameen )",Positive
Wo apna zati production house bhi chalate hain aur khob chan phatak ke bad apni taraf ane wali adakari ki offer bhi qabol kar lete hain,Neutral
1 masla to solve ha ,Neutral
Be shak aamaal ka daromidar niyato par ha,Neutral
 August 1985 mein woh apnay bhi shanawaz Bhutto ki tadfeen kay lia watan lotein jissay France kay sahar  canes mein zahar day kar halaq kardia gaya tha,Negative
Jab tak ishaq dar ha taab tak khush nahi hosakta.,Neutral
Allah pak ap ko mazeed tableeg ki taqat de ameen,Positive
Unhon ne apni zindagi ko mukhtalif hisson mein taqsim kar rakha tha,Neutral
 Aakhri 50 pages mein Hazrat Ismail ki aulad ke halaat hain,Neutral
Mashallha Allah aap ko slamt rky,Positive
" Urdu, Persian aur English par unhe school he ke zamane mein khasi dastaras hasil ho gai thi",Positive
tm mere kch kehne se pehle he smjh jatay ho sb,Positive
naughty boy! Bhalla corruption karre chup kar k. Ye gande kam kyun karta hei!,Negative
 Hashim ko bachpan se hi Squash se dewangi ki had tak shouq tha,Positive
Yun South Indian cinema mein dhoom machane ke bad Jaya film Sargam se bollywood mein mutarrif hui,Neutral
Aoa wazifa tasbhee dobara bata dy,Positive
ALLAH walo dars par dehan dain bataon main na lagay,Negative
"aik aur tha ""Meghan chotay ghar say aayi hay tbhi palace main roz ghum hojati hay""",Negative
subha sham careem kal,Neutral
10 % b b na barhao wo b pas he rakho tm log khud bhoky nangy ho apny pay he lag lo wo b,Neutral
Shukar dangl nahi howa ,Positive
10000000 times Lanat...!! Aisay system per jo Insaaf naa kersacay... and ye begherat leaders sitting in Parlement !!,Negative
kitni dafa assambly main 5 saal main gae jo awam k bill pas karnay ki baat kar rahe ho,Negative
apke liyeHe is good di ama,Positive
Hahaha wah saen wah 😂😂😂,Positive
khuda in ko lambi zindagi day sehat dain,Positive
Adres btaye or shop ka,Neutral
shurawat kis sy kren?,Neutral
boht hi ghatya mobile hai agar zero se kam rating hoti to me wo deta,Negative
Raza hayat,Neutral
Ya Allah mere murshad ko zindagi aakhirat ki barkate naseeb farma,Positive
Shinging Angle fb pa upload ki ijazat ni hai fb pa srif promo upload karsakta hai hum log sorry,Negative
 Air accident bohut hongy agar Pakistan my ye car ayi to,Negative
ECP Me Imran Khan Na Ahli Case Ki Samaat Chairman PTI 22 Dec Ko Talab,Neutral
ISLAM MUBARAK,Positive
Yes,Neutral
Afridi afridi hai,Neutral
" Judges ki bartarfi pew o intehai dil girifta rahe aur Peoples Party ki maujoda hukoomat ko naukriyan, wizartein, thekey aur permit dilwane wale commission agents ka aik guroh qarar dete rahe",Positive
<3 CH ADNAN ANSAR GUJJAR <3,Neutral
"Inho ne gosha tanhai mein panah dhondne ki koshish ki, lekin wahan bhi sukoon na mila",Negative
 Tehreek e Pakistan ke zamane mein muslim students federation ke general secretary bhi rahe hain,Neutral
Sb se barhi Quwat Allah ki hai,Neutral
Jub aye ga imran sab,Neutral
"Zabarta , Allah such nholnay walay ko kamyabi atta farmata hay",Positive
Actually the Script is very cheap. Is script py pesa zaya krny se acha tha ghareebon me baant dety ,Negative
  Altaf Hussain ka ye musbat faisla jahan unki sakhsiyat ko mazeed mustehkam kar nay ka bais bana wahein iss say ye bhi zahir hua kay Pakistan mein na rehnay kay  bawajud unki baton mein katna wazan aur ahmiyat rakhti hai,Negative
 Muhammad Mahfooz Shaheed ne dushman ki company ko bhari nuqsan pohanchya to jawabi tor par hamle mein dushman ne goliyon ki barish shuru ka di jis ke nateje mein Muhammad Mahfuz Shaheed ki tangein zakhmi ho gaein lekin unhon ne hosla na hara aur sirf machine gun ke sahare hi dushmanon ka muqabla karte rahe,Positive
Zulfiqar Ali Bhutto bohot achchay moqarir thay cricket bhi khaltay thay aur tulba ki siasat mein bhi hissa latay thay.,Positive
Tm khud wle pe hme kyo tag kr di ho sali,Negative
 1965 se unho ne Radio Pakistan Lahore par ek hafta war feature program Talqeen Shah ke naam se karna shuru kiya,Neutral
😆same situation kuch mari b,Neutral
Bhai wo kaptaan hai  post mai pehlay hee mention hai wo,Positive
 Iss ke baad unhon ne America ka rukh kiya aur sirf aik saal mein hi American Squash mein maharet hasil ker li America mein Squash sakht gaind se kheli jati thi aur wahan court ki chaurai mamool ke court sey dhai fit kam thi,Neutral
Only sided video nahi banana chahy,Negative
23rd fajir ki dua khah se mily gi plz,Neutral
2 Gharelu Mulazma Qeemti Samaan Jewellery Or Cash Lekar Farar,Negative
Yar Qasma dar lg raha ha :D,Negative
"Medya waly zinda bad ya allah afiya sadiki ko azid kar,",Positive
Drone bhi NVinez ka hi tha :p,Negative
Qaumo kay mustaqbil ki tameer hukumrano kay haton mein nahi balkay quaideen kay fikar aur amal par hoti hai aur Altaf Hussain ka mison Pakistan kay mazloom quaim ki tameer ka mission hai,Positive
"Bakwas tareen! They don't send actually what you order, u guys should stop making fool peoples, ghatya colours,lowest cloth quality,",Negative
fahad is best pasha ki to bat he alg thi,Positive
Jab ke is saal mareez muntaqli service mein 25 % izafa hua. ,Neutral
 Chunache Sarojini Naidu ne apni nazmon mein Hindustan ki aam zindagi aur waqeyaat ko beyan karna shuru kiya aur in ki maqboliyat roz baroz barhti chali gai,Positive
Hn lst tym main ny dkha iski rating 6 thi baki 2 3 py thy,Neutral
Mari team tow har dafa he bahir hoti hai koi nayi bat kr bhai,Negative
Ma ne jo result nikala ha k khud khary ho jao Inn k khilaf,Positive
 Rice ben ul aqwami shohrat yafta jaridey “ Times ” ki shaey karda 100 aeham tareen afraad ki salana list mein 4 martaba shamil ki gai,Neutral
Phir to kMaAlL hA,Negative
           ,Neutral
 Ghulam Ishaq Khan ke bad wo is qalamdan par sab se ziyadah mudat ghuzarne wale wazir han,Neutral
Molvi Abdul Haq jama e Urdu ke qayam ke khuwahishmand the taham un ki rehrat se ye masoba adhora reh gaya,Negative
"Misal ke tor par wo aaj bhi set par pohanche se phele script ko achi tarah yad kar lete hain, aur jab tak apne sath sath apni pori team ko drame ki rerhersal nahi karwa dete us waqat tak ""ok take"" ka nara sunne ke sakhat khilaf hain",Neutral
